rank,corpus_lemma,count,per_million,source_id
1150,а́-ша,1198,111.1,SRC-010
1151,а-мҩахы́·ҵ-ра,1197,111.0,SRC-010
1152,а́-ҵа·ҧш-ра,1197,111.0,SRC-010
1153,Баҭал,1197,111.0,SRC-010
1154,а-гәа́рҧ,1196,110.9,SRC-010
1155,а-хаҧы́ц,1195,110.8,SRC-010
1156,а́-ҵар,1195,110.8,SRC-010
1157,а́-мыжда,1192,110.5,SRC-010
1158,а́ҩада,1192,110.5,SRC-010
1159,а-рома́н,1188,110.2,SRC-010
1160,а-баҟа́,1187,110.1,SRC-010
1161,шәа́рҭ,1187,110.1,SRC-010
1162,а-ҟәа́рдә,1186,110.0,SRC-010
1163,уама́к,1186,110.0,SRC-010
1164,да́ҽак,1185,109.9,SRC-010
1165,Ҭемыр,1183,109.7,SRC-010
1166,иа́рбанзаалак,1182,109.6,SRC-010
1167,а́-р:ӡ-ра,1180,109.4,SRC-010
1168,аи́еи,1179,109.3,SRC-010
1169,а́ҟара-заа-ра,1178,109.2,SRC-010
1170,а-маҵу́рҭа,1177,109.2,SRC-010
1171,а-кәа́ц,1174,108.9,SRC-010
1172,Ахра,1174,108.9,SRC-010
1173,а́-ҵа·ҵа-ра,1172,108.7,SRC-010
1174,а-х·гы́ла-ра,1171,108.6,SRC-010
1175,а́игӡа-ра,1171,108.6,SRC-010
1176,а́-гәнаҳа,1170,108.5,SRC-010
1177,Аҧсуаа,1170,108.5,SRC-010
1178,а́-ла·р:хә-ра,1168,108.3,SRC-010
1179,а́иба·шь-ра,1166,108.1,SRC-010
1180,аа́нда,1166,108.1,SRC-010
1181,а́-д·ныҳәала-ра,1165,108.0,SRC-010
1182,а́-ла·шәа-ра,1165,108.0,SRC-010
1183,а́-хәылҧаз,1165,108.0,SRC-010
1184,а-цә·ца-ра́,1163,107.9,SRC-010
1185,а-ҟәы́ш,1161,107.7,SRC-010
1186,џьаргьы́,1160,107.6,SRC-010
1187,а́иқәшаҳаҭра,1157,107.3,SRC-010
1188,а-бжьа́·ла-ра,1155,107.1,SRC-010
1189,а́-ҩа·ха-ра,1154,107.0,SRC-010
1190,Гәлиа,1154,107.0,SRC-010
1191,а́-вара,1153,106.9,SRC-010
1192,а-га́нахьала,1151,106.7,SRC-010
1193,а́-маҳә,1151,106.7,SRC-010
1194,Нестор,1151,106.7,SRC-010
1195,а-са́хьаркыратә,1148,106.5,SRC-010
1196,а-хы́·ҧа-ра,1147,106.4,SRC-010
1197,а́-р:шә-ра,1145,106.2,SRC-010
1198,а́ил·га-ра,1144,106.1,SRC-010
1199,даҽака́ла,1144,106.1,SRC-010
1200,а́-қә·ҧса-ра,1143,106.0,SRC-010
1201,а-ба́хҭа,1142,105.9,SRC-010
1202,а-џьа́р,1142,105.9,SRC-010
1203,а-ҵа́с,1142,105.9,SRC-010
1204,а-ны́ҟәара,1141,105.8,SRC-010
1205,а-ҧаҵа́,1141,105.8,SRC-010
1206,а́ҩ·с-ра,1141,105.8,SRC-010
1207,а́-ҭбаа,1138,105.5,SRC-010
1208,а-ка·ҧса-ра́,1137,105.4,SRC-010
1209,а-ца́,1137,105.4,SRC-010
1210,а́-ла·ҟа-заа-ра,1137,105.4,SRC-010
1211,а-н·иа-ра́,1134,105.2,SRC-010
1212,а-ҟа́зара,1134,105.2,SRC-010
1213,а́-на·шьҭ-ра,1134,105.2,SRC-010
1214,а́-хьчара,1131,104.9,SRC-010
1215,а-бзи́а·ха-ра,1128,104.6,SRC-010
1216,а-ҵа́бырг-заа-ра,1128,104.6,SRC-010
1217,а́-хәа,1128,104.6,SRC-010
1218,а́-ӡбара,1127,104.5,SRC-010
1219,а-у́смҩаҧгатә,1126,104.4,SRC-010
1220,а-ҧшаҳәа́,1126,104.4,SRC-010
1221,а-ба́а,1125,104.3,SRC-010
1222,а-ҽе́и,1125,104.3,SRC-010
1223,а-з·ха·ҵа-ра́,1123,104.1,SRC-010
1224,а-з·е́иҭа·ҳәа-ра,1120,103.9,SRC-010
1225,а-ха·тәа-ра́,1117,103.6,SRC-010
1226,а-шәа́н,1117,103.6,SRC-010
1227,а-р:тәа-ра́,1116,103.5,SRC-010
1228,а́-наскьа·га-ра,1116,103.5,SRC-010
1229,хәыҷы́к,1114,103.3,SRC-010
1230,а-ҿҳәара́,1113,103.2,SRC-010
1231,а-ны́қә·ҵа-ра,1112,103.1,SRC-010
1232,Џьанар,1112,103.1,SRC-010
1233,а́аҭа·ла-ра,1110,102.9,SRC-010
1234,аха́ан,1110,102.9,SRC-010
1235,а-хәра́,1109,102.8,SRC-010
1236,а́-хәра,1108,102.8,SRC-010
1237,а́ила·ҳәа-ра,1108,102.8,SRC-010
1238,кыр,1108,102.8,SRC-010
1239,а-га́ра,1107,102.7,SRC-010
1240,а-шә·ҵа-ра́,1107,102.7,SRC-010
1241,а-ҟәара́,1107,102.7,SRC-010
1242,Алхас,1106,102.6,SRC-010
1243,а́-жәларбжьаратә,1105,102.5,SRC-010
1244,а́има·к-ра,1105,102.5,SRC-010
1245,а-ка́·р:шә-ра,1102,102.2,SRC-010
1246,а-мардуа́н,1102,102.2,SRC-010
1247,а́-кәхша-заа-ра,1102,102.2,SRC-010
1248,а-чы́мазара,1101,102.1,SRC-010
1249,а-бжа́,1100,102.0,SRC-010
1250,а-фҩы́,1100,102.0,SRC-010
1251,а́-рхәҭа,1098,101.8,SRC-010
1252,а-ҭа́·гала-ра,1096,101.6,SRC-010
1253,а́-қәҧара,1094,101.5,SRC-010
1254,акы́рӡа,1093,101.4,SRC-010
1255,ишҧа́,1093,101.4,SRC-010
1256,а́-р:дыр-ра,1092,101.3,SRC-010
1257,а́ис-ра,1092,101.3,SRC-010
1258,а-са́ркьа,1091,101.2,SRC-010
1259,а-ча́,1091,101.2,SRC-010
1260,а-ҭауры́хтә,1090,101.1,SRC-010
1261,а́-лаф,1090,101.1,SRC-010
1262,зынӡа́к,1090,101.1,SRC-010
1263,а-хы́лҧа,1089,101.0,SRC-010
1264,а́а·цҳа-ра,1088,100.9,SRC-010
1265,а-мину́ҭ,1087,100.8,SRC-010
1266,а-на́ҩсан,1086,100.7,SRC-010
1267,а-нха́ра,1086,100.7,SRC-010
1268,а-р:шәа-ра́,1086,100.7,SRC-010
1269,а́-ва-ра,1086,100.7,SRC-010
1270,а-ҭа́·с-ра,1085,100.6,SRC-010
1271,а́ахын·ҳә-ра,1085,100.6,SRC-010
1272,авто́бус,1085,100.6,SRC-010
1273,а́-д·бала-ра,1084,100.5,SRC-010
1274,а́-ча,1084,100.5,SRC-010
1275,а-ка́·жь-заа-ра,1082,100.3,SRC-010
1276,а-поли́тика,1082,100.3,SRC-010
1277,а-хаба́р,1081,100.3,SRC-010
1278,а́га,1077,99.9,SRC-010
1279,а-ҩа́ҵ·ҟьа-ра,1076,99.8,SRC-010
1280,лассы́-лассы,1075,99.7,SRC-010
1281,а-цәы́·мҕ-заа-ра,1073,99.5,SRC-010
1282,а-ҳәы́,1072,99.4,SRC-010
1283,а́-хәылбыҽха,1072,99.4,SRC-010
1284,а-кәа-ра́,1071,99.3,SRC-010
1285,а-ҭацәы́,1071,99.3,SRC-010
1286,а-прое́кт,1070,99.2,SRC-010
1287,а-мхы́,1069,99.1,SRC-010
1288,а-ҵе́и,1069,99.1,SRC-010
1289,а-ҽ·а·зы́·ҟа·ҵа-ра,1067,99.0,SRC-010
1290,а-уа́л,1066,98.9,SRC-010
1291,а-ҧсшьа́ра,1066,98.9,SRC-010
1292,Аҧсуа,1066,98.9,SRC-010
1293,а-ҧ·ҽ-ра́,1065,98.8,SRC-010
1294,а́-мцхә,1065,98.8,SRC-010
1295,а́иқәа,1065,98.8,SRC-010
1296,а-хцәы́,1064,98.7,SRC-010
1297,а-р:ӡ-ра́,1063,98.6,SRC-010
1298,а-х·ҧшы́ла-ра,1063,98.6,SRC-010
1299,Бериа,1063,98.6,SRC-010
1300,а-гәырҩа-ра́,1061,98.4,SRC-010
1301,а-ха́н,1061,98.4,SRC-010
1302,а-хы́хь,1061,98.4,SRC-010
1303,бзи́ала,1061,98.4,SRC-010
1304,а́-ва·гыла-ра,1059,98.2,SRC-010
1305,а́иҿкаа,1059,98.2,SRC-010
1306,а-р:шә-ра́,1057,98.0,SRC-010
1307,а́-лас,1055,97.8,SRC-010
1308,Гәдоуҭа,1052,97.6,SRC-010
1309,а-баа́,1050,97.4,SRC-010
1310,а-кәты́,1050,97.4,SRC-010
1311,а-хәшәтәы́рҭа,1050,97.4,SRC-010
1312,а́-ҵа·гыла-заа-ра,1049,97.3,SRC-010
1313,а́илатәара,1047,97.1,SRC-010
1314,а-гха́,1046,97.0,SRC-010
1315,а-статиа́,1046,97.0,SRC-010
1316,а́ибга,1044,96.8,SRC-010
1317,Шьабаҭ,1044,96.8,SRC-010
1318,Ҳаџьымба,1042,96.6,SRC-010
1319,а-нха́рҭа,1041,96.5,SRC-010
1320,руаӡәы́к,1041,96.5,SRC-010
1321,а́-хҧатәи,1040,96.4,SRC-010
1322,а́-рацәаҩ-заа-ра,1038,96.3,SRC-010
1323,макьа́назы,1038,96.3,SRC-010
1324,а́-наҧш-ааҧш-ра,1037,96.2,SRC-010
1325,а-ҕә-ра́,1035,96.0,SRC-010
1326,Мардасоу,1034,95.9,SRC-010
1327,абни́,1033,95.8,SRC-010
1328,уажәгьы́,1031,95.6,SRC-010
1329,Багаҧшь,1030,95.5,SRC-010
1330,а-ҿы́нтә,1028,95.3,SRC-010
1331,аҳҭынра́,1026,95.2,SRC-010
1332,Беслан,1026,95.2,SRC-010
1333,Леуарса,1026,95.2,SRC-010
1334,а́-ҧшӡара,1025,95.1,SRC-010
1335,уахы́нла,1025,95.1,SRC-010
1336,а́ҿа,1024,95.0,SRC-010
1337,а-телефо́н,1023,94.9,SRC-010
1338,а-ҳәҳәа-ра́,1022,94.8,SRC-010
1339,а-ҵәа́,1020,94.6,SRC-010
1340,а́-шьақә·р:гыла-ра,1019,94.5,SRC-010
1341,а́-ҧҭа,1019,94.5,SRC-010
1342,Заур,1019,94.5,SRC-010
1343,а-доуҳа́,1018,94.4,SRC-010
1344,а-пое́зиа,1018,94.4,SRC-010
1345,а-хы́·чча-ра,1017,94.3,SRC-010
1346,На́рҭаа,1017,94.3,SRC-010
1347,Нарҭаа,1017,94.3,SRC-010
1348,а-р:хха-ра́,1014,94.0,SRC-010
1349,а́-лҧха,1014,94.0,SRC-010
1350,гәырҕьаҵәа́,1014,94.0,SRC-010
1351,а-ҽы́·ҧсах-ра,1013,93.9,SRC-010
1352,а-мҵәы́жәҩа,1012,93.9,SRC-010
1353,а́-баа,1012,93.9,SRC-010
1354,а́-хәла-ра,1012,93.9,SRC-010
1355,а́-қә·на·га-ра,1012,93.9,SRC-010
1356,а-ҿы́нӡа,1011,93.8,SRC-010
1357,а́ара,1010,93.7,SRC-010
1358,аара́,1010,93.7,SRC-010
1359,а-ны́қә·тәа-ра,1009,93.6,SRC-010
1360,а́-ҵа·ха-ра,1008,93.5,SRC-010
1361,а-у́сҳәарҭа,1007,93.4,SRC-010
1362,а-лҵшәа́,1006,93.3,SRC-010
1363,а-гәа́а-ра,1005,93.2,SRC-010
1364,а-жьы́,1004,93.1,SRC-010
1365,а́-қәҿы·ҭ-ра,1004,93.1,SRC-010
1366,а́нҭ,1004,93.1,SRC-010
1367,а-бе́и,1003,93.0,SRC-010
1368,а́-мҭа,1002,92.9,SRC-010
1369,а-поли́тикатә,1001,92.8,SRC-010
1370,а́ила·тәа-ра,1001,92.8,SRC-010
1371,а-бжьы́·с-ра,1000,92.7,SRC-010
1372,а́-қәла,999,92.6,SRC-010
1373,аӡәы́р,999,92.6,SRC-010
1374,а́қә·ҧа-ра,998,92.6,SRC-010
1375,аиха́,998,92.6,SRC-010
1376,а-уахәа́ма,996,92.4,SRC-010
1377,а́-руаҩ,996,92.4,SRC-010
1378,а-коми́ссиа,994,92.2,SRC-010
1379,а-кы́л·га-ра,994,92.2,SRC-010
1380,а-ҟа́ма,994,92.2,SRC-010
1381,а-уарды́н,993,92.1,SRC-010
1382,а-џьынџьтәы́латә,993,92.1,SRC-010
1383,а́и·ц-заа-ра,992,92.0,SRC-010
1384,а́ицәажәара,992,92.0,SRC-010
1385,а́-м·да-ра,991,91.9,SRC-010
1386,а́-ҭара,991,91.9,SRC-010
1387,а́-ӡәӡәа-ра,991,91.9,SRC-010
1388,а́иц-заа-ра,991,91.9,SRC-010
1389,Мзауҭ,991,91.9,SRC-010
1390,а-кы́д-заа-ра,990,91.8,SRC-010
1391,а-ргы́лара,990,91.8,SRC-010
1392,а-ҧҟа́ра,990,91.8,SRC-010
1393,а́-шәарыцаҩ,990,91.8,SRC-010
1394,Рауль,990,91.8,SRC-010
1395,ы́ы,990,91.8,SRC-010
1396,а́-цҳа-ра,989,91.7,SRC-010
1397,а-мили́циа,987,91.5,SRC-010
1398,а-хы́шә,987,91.5,SRC-010
1399,аа́·ҩ-ра,987,91.5,SRC-010
1400,а́-д·хала-ра,986,91.4,SRC-010
1401,а́иба·дыр-ра,985,91.3,SRC-010
1402,Ҳараз,985,91.3,SRC-010
1403,а-ҭаа-ра́,984,91.3,SRC-010
1404,а́арла,984,91.3,SRC-010
1405,а́-салам,983,91.2,SRC-010
1406,а-ма́ҭа,982,91.1,SRC-010
1407,а-ҧааимба́р,981,91.0,SRC-010
1408,а-ҩра́,981,91.0,SRC-010
1409,а́-ҩра,981,91.0,SRC-010
1410,М.,981,91.0,SRC-010
1411,а-ӡа́мҩа,979,90.8,SRC-010
1412,а-ханы́,978,90.7,SRC-010
1413,а́-маҵзура,977,90.6,SRC-010
1414,а́-ц·ла-ра,977,90.6,SRC-010
1415,а-ҟәа́·ҵ-ра,976,90.5,SRC-010
1416,а́-ла·ха-ра,975,90.4,SRC-010
1417,а-дәны́ҟатәи,974,90.3,SRC-010
1418,а́-рратә,972,90.1,SRC-010
1419,а-мҩахәа́сҭа,970,90.0,SRC-010
1420,а́-ҧшқа,970,90.0,SRC-010
1421,а́-р·ха-ра,969,89.9,SRC-010
1422,а́на·жь-ра,969,89.9,SRC-010
1423,а́иҭа·га-ра,968,89.8,SRC-010
1424,дук,968,89.8,SRC-010
1425,а-бҕьы́,967,89.7,SRC-010
1426,а́қәҧа-ра,966,89.6,SRC-010
1427,а́ҳә,966,89.6,SRC-010
1428,а-хь·шь-ра́,965,89.5,SRC-010
1429,а́-р:ҭа-ра,965,89.5,SRC-010
1430,а́аӡа,964,89.4,SRC-010
1431,а-ҳаҧы́,963,89.3,SRC-010
1432,а́-ҭауад,963,89.3,SRC-010
1433,уба́сгьы,963,89.3,SRC-010
1434,а-маҵуҩы́,962,89.2,SRC-010
1435,а-қәҵа́ра,962,89.2,SRC-010
1436,а́лхра,962,89.2,SRC-010
1437,а-ҭә-ра́,960,89.0,SRC-010
1438,а́-џьма,960,89.0,SRC-010
1439,Сергеи,959,88.9,SRC-010
1440,Кьагәа,958,88.8,SRC-010
1441,а́-шьжьымҭан,957,88.8,SRC-010
1442,а́-ҭырқәа,957,88.8,SRC-010
1443,а́-кәша-мыкәша,955,88.6,SRC-010
1444,а-пла́н,954,88.5,SRC-010
1445,а-шәшьы́ра,953,88.4,SRC-010
1446,Рашьыҭ,951,88.2,SRC-010
1447,а-кна́ҳа,950,88.1,SRC-010
1448,а́илы·р:га-ра,950,88.1,SRC-010
1449,а-ны·р:ха-ра́,949,88.0,SRC-010
1450,а-қә·ҧсы́чҳа-ра,949,88.0,SRC-010
1451,а́-зқәа,949,88.0,SRC-010
1452,Ҳаџьараҭ,949,88.0,SRC-010
1453,а́-саби,948,87.9,SRC-010
1454,аа́·тәа-ра,948,87.9,SRC-010
1455,уа́а,948,87.9,SRC-010
1456,а-зы́·ҟа-заа-ра,947,87.8,SRC-010
1457,а-р:ҿиа-ра́,946,87.7,SRC-010
1458,а-ҟамчы́,946,87.7,SRC-010
1459,а-ҧҟара́,946,87.7,SRC-010
1460,а-ҿы́·ха-ра,946,87.7,SRC-010
1461,убриа́ҟара,943,87.5,SRC-010
1462,а́аскьа-ра,942,87.4,SRC-010
1463,а-гьа́ма,940,87.2,SRC-010
1464,а-за́л,940,87.2,SRC-010
1465,а-ҿа·шәа-ра́,940,87.2,SRC-010
1466,а́-жь,940,87.2,SRC-010
1467,а́аҳә-ра,940,87.2,SRC-010
1468,а-ра́шь,939,87.1,SRC-010
1469,а-мила́ҭтә,937,86.9,SRC-010
1470,а-ҧе́иҧш,937,86.9,SRC-010
1471,лассы́,937,86.9,SRC-010
1472,а-ҧы́·шәа-ра,936,86.8,SRC-010
1473,а́-лага-ра,936,86.8,SRC-010
1474,а-фро́нт,935,86.7,SRC-010
1475,а-ҭа·цәы́-заа-ра,935,86.7,SRC-010
1476,а-зы·н·ха-ра́,932,86.4,SRC-010
1477,а-ҧсаа́тә,932,86.4,SRC-010
1478,а́лада,932,86.4,SRC-010
1479,а́-шьа-заа-ра,929,86.2,SRC-010
1480,а-че́иџьыка,928,86.1,SRC-010
1481,а́-нҭы·ҵ-ра,928,86.1,SRC-010
1482,а́-ҵ·с-ра,928,86.1,SRC-010
1483,а́-ӡын,928,86.1,SRC-010
1484,Базала,928,86.1,SRC-010
1485,а-з·ҩ-ра́,924,85.7,SRC-010
1486,а-ша́,924,85.7,SRC-010
1487,а-зы·ҩ-ра́,923,85.6,SRC-010
1488,а-ныҳәаҿа́,922,85.5,SRC-010
1489,а-да́,921,85.4,SRC-010
1490,а-ла́·ха-ра,921,85.4,SRC-010
1491,а́ура,921,85.4,SRC-010
1492,а́ҧсуара,919,85.2,SRC-010
1493,а-р-уаҩы́,918,85.1,SRC-010
1494,а-х·ҵа-ра́,918,85.1,SRC-010
1495,а-ха-заа-ра́,918,85.1,SRC-010
1496,а-х·ҩа-ра́,917,85.0,SRC-010
1497,а́-уаҩра,917,85.0,SRC-010
1498,а́гаҿа,917,85.0,SRC-010
1499,а-пробле́ма,916,84.9,SRC-010
1500,а-цәы́·мҕ·ха-ра,916,84.9,SRC-010
1501,а́-ҧса,914,84.8,SRC-010
1502,а·р:у-ра́,912,84.6,SRC-010
1503,а-ҧха́,910,84.4,SRC-010
1504,Амра,910,84.4,SRC-010
1505,а́аҧхьара,909,84.3,SRC-010
1506,Урыстәылатәи,909,84.3,SRC-010
1507,а-ҭҵаара́,908,84.2,SRC-010
1508,а-бы́сҭа,906,84.0,SRC-010
1509,а-хы́сыбжьы,905,83.9,SRC-010
1510,а́-пап,905,83.9,SRC-010
1511,а́-р:хынҳә-ра,904,83.8,SRC-010
1512,а́баа,904,83.8,SRC-010
1513,абиҧа́ра,903,83.7,SRC-010
1514,иаҳа́-иаҳа,903,83.7,SRC-010
1515,а́-қә·иа-ра,902,83.7,SRC-010
1516,а-р:ша-ра́,900,83.5,SRC-010
1517,а-тәа́ла,900,83.5,SRC-010
1518,а-ҧы́шәа,900,83.5,SRC-010
1519,а-дире́ктор,899,83.4,SRC-010
1520,иа́ша,899,83.4,SRC-010
1521,а-ҽу́аҩ,897,83.2,SRC-010
1522,а́-мыҕ,897,83.2,SRC-010
1523,а-хы́б-ра,896,83.1,SRC-010
1524,а-хәшҭаара́,896,83.1,SRC-010
1525,а-гәҭакы́,895,83.0,SRC-010
1526,а-на·на́·га-ра,895,83.0,SRC-010
1527,а́-ма·к-ра,895,83.0,SRC-010
1528,Шьасиа,895,83.0,SRC-010
1529,хаҭа́ла,894,82.9,SRC-010
1530,а́-ҟаҵатә,893,82.8,SRC-010
1531,Баҭаҟәа,892,82.7,SRC-010
1532,а-партиза́н,890,82.5,SRC-010
1533,а-у́сеицура,890,82.5,SRC-010
1534,а-цәаны́рра,890,82.5,SRC-010
1535,а́-р:цәа-ра,890,82.5,SRC-010
1536,а-кна́·ҳа-ра,889,82.4,SRC-010
1537,а-хәыҷра́,889,82.4,SRC-010
1538,маӡала́,889,82.4,SRC-010
1539,а-депута́т,888,82.4,SRC-010
1540,а-р:аи́у-ра,888,82.4,SRC-010
1541,а-патре́ҭ,887,82.3,SRC-010
1542,а-р:цәа-ра́,887,82.3,SRC-010
1543,а-ҭра́,887,82.3,SRC-010
1544,а-тәа́рҭа,886,82.2,SRC-010
1545,а-ҭа́·м·ҵа-ра,886,82.2,SRC-010
1546,а-ҕәра́,883,81.9,SRC-010
1547,а́-раз,882,81.8,SRC-010
1548,а́-ҕәра,882,81.8,SRC-010
1549,а-жьа́,881,81.7,SRC-010
1550,а́-қә·ҭәа-ра,877,81.3,SRC-010
1551,а-з·а́аигәа-ра,876,81.2,SRC-010
1552,а́-машәыр,876,81.2,SRC-010
1553,руаӡәы́,876,81.2,SRC-010
1554,а́-ва·гыла-заа-ра,875,81.1,SRC-010
1555,а-гәа́лаҟара,874,81.1,SRC-010
1556,а-з·н·ха-ра́,874,81.1,SRC-010
1557,а́ҳәызба,874,81.1,SRC-010
1558,а-ха·тәа́-заа-ра,873,81.0,SRC-010
1559,а-цгәы́,872,80.9,SRC-010
1560,ҩы́нтә,872,80.9,SRC-010
1561,а́-хш,871,80.8,SRC-010
1562,а-ҭа·р:гы́ла-ра,870,80.7,SRC-010
1563,а-мша́ла,869,80.6,SRC-010
1564,а-р:жә-ра́,866,80.3,SRC-010
1565,а-қәы́џьма,866,80.3,SRC-010
1566,а́-гәа-ра,866,80.3,SRC-010
1567,а-сы́с,865,80.2,SRC-010
1568,а́-мҕ,865,80.2,SRC-010
1569,абра́хь,865,80.2,SRC-010
1570,а-лакҭа́,864,80.1,SRC-010
1571,аӡәырҩы́,864,80.1,SRC-010
1572,иза́кә,864,80.1,SRC-010
1573,а-р:о́у-ра,863,80.0,SRC-010
1574,а-қәгы́лара,861,79.8,SRC-010
1575,а-гәхьа́а·га-ра,860,79.8,SRC-010
1576,а́-ҧсҭҳәа,860,79.8,SRC-010
1577,Хьымца,860,79.8,SRC-010
1578,а-ча́и,858,79.6,SRC-010
1579,а́-лаша,856,79.4,SRC-010
1580,а́-мшә,856,79.4,SRC-010
1581,и́-ҵегьы,856,79.4,SRC-010
1582,а-хырха́рҭа,855,79.3,SRC-010
1583,а́ншьа,854,79.2,SRC-010
1584,Омар,853,79.1,SRC-010
1585,а́илы·х-ра,852,79.0,SRC-010
1586,аиҳа́рак,852,79.0,SRC-010
1587,Ҭырқәытәыла,852,79.0,SRC-010
1588,а-тапа́нча,850,78.8,SRC-010
1589,а-кьы́ҧхь,848,78.6,SRC-010
1590,а-ҟә-ра́,848,78.6,SRC-010
1591,а-президе́нт,847,78.6,SRC-010
1592,а́-ҟазаара,847,78.6,SRC-010
1593,убасҟа́к,847,78.6,SRC-010
1594,а́-шәарах,844,78.3,SRC-010
1595,а-р:ҵ-ра́,843,78.2,SRC-010
1596,а́-д·ҳәала-ра,843,78.2,SRC-010
1597,а́-уадаҩра,843,78.2,SRC-010
1598,а́ҧхьатәи,843,78.2,SRC-010
1599,Никәа,843,78.2,SRC-010
1600,а-по́вест,842,78.1,SRC-010
1601,а-хы́·р:кәша-ра,842,78.1,SRC-010
1602,а́-қә·с-ра,842,78.1,SRC-010
1603,а-хы·р:ҟьа-ра́,841,78.0,SRC-010
1604,а-хы́·р:ҟьа-ра,841,78.0,SRC-010
1605,а-ҭа·тәа́-заа-ра,841,78.0,SRC-010
1606,а́-шьаҭа,841,78.0,SRC-010
1607,а-камба́шь,840,77.9,SRC-010
1608,а-гәы́д·кыла-ра,839,77.8,SRC-010
1609,а-баҩха́тәра,838,77.7,SRC-010
1610,лы́ҧха,838,77.7,SRC-010
1611,Д.,837,77.6,SRC-010
1612,а́-гыруа,836,77.5,SRC-010
1613,Кәасҭа,836,77.5,SRC-010
1614,а́-р:жә-ра,834,77.3,SRC-010
1615,а́и·қә-заа-ра,834,77.3,SRC-010
1616,Қарҭ,834,77.3,SRC-010
1617,а́-ҵ·га-ра,833,77.3,SRC-010
1618,а́рбаҕь,833,77.3,SRC-010
1619,уахы́к,832,77.2,SRC-010
1620,а-напхгаҩы́,831,77.1,SRC-010
1621,а́-ла·ӡа-ра,831,77.1,SRC-010
1622,а́-шьшь-ра,831,77.1,SRC-010
1623,а́-ҵ·ҟьа-ра,830,77.0,SRC-010
1624,а́-бнара,828,76.8,SRC-010
1625,а́-чҳара,828,76.8,SRC-010
1626,а-хҟьа́,827,76.7,SRC-010
1627,а-ҧы́за-министр,826,76.6,SRC-010
1628,а-ҭа́кҧхықәра,825,76.5,SRC-010
1629,а-ҳәа́шьа,825,76.5,SRC-010
1630,а́-кәашара,825,76.5,SRC-010
1631,а-гәа́ҕ,823,76.3,SRC-010
1632,а-ны·р:ҵәа-ра́,822,76.2,SRC-010
1633,а-шьра́,818,75.9,SRC-010
1634,Мадина,817,75.8,SRC-010
1635,а-гәабзи́ара,816,75.7,SRC-010
1636,аа́ит,816,75.7,SRC-010
1637,а-ҭа·ҧш-ра́,815,75.6,SRC-010
1638,а-гәа́ра,814,75.5,SRC-010
1639,а́·ӡа-ра,814,75.5,SRC-010
1640,а́ат-ра,813,75.4,SRC-010
1641,а́-л·га-заа-ра,812,75.3,SRC-010
1642,а-з·ша-ра́,810,75.1,SRC-010
1643,а-рҳа-ра́,810,75.1,SRC-010
1644,а-ҩы́ра,810,75.1,SRC-010
1645,а-ҿы́ха-ра,810,75.1,SRC-010
1646,а-ха́рхәара,809,75.0,SRC-010
1647,а-ҿ·ҳәа-ра́,809,75.0,SRC-010
1648,а-з·ха́-заа-ра,808,74.9,SRC-010
1649,а́-уаажәларратә,808,74.9,SRC-010
1650,иага́,808,74.9,SRC-010
1651,а-ҧсры́,806,74.7,SRC-010
1652,а-ҽ·е́ила·ҳәа-ра,806,74.7,SRC-010
1653,а-ҿ·цәа́жәа-ра,806,74.7,SRC-010
1654,ана́-ара́,806,74.7,SRC-010
1655,Очамчыра,805,74.7,SRC-010
1656,а-гәӡ-ра́,804,74.6,SRC-010
1657,а-з·ҳәа-заа-ра́,802,74.4,SRC-010
1658,а́-р:ҭбаа-ра,802,74.4,SRC-010
1659,аҳҭны́-қалақь,802,74.4,SRC-010
1660,а́-бга,801,74.3,SRC-010
1661,а-х·р:ҟьа-ра́,800,74.2,SRC-010
1662,а-кабине́т,797,73.9,SRC-010
1663,а-наа́·ла-ра,797,73.9,SRC-010
1664,а-ша́ха,797,73.9,SRC-010
1665,а-ҳаирпла́н,797,73.9,SRC-010
1666,а́-рҩаш,796,73.8,SRC-010
1667,а-са́,795,73.7,SRC-010
1668,а́-ма·ӡа-ра,795,73.7,SRC-010
1669,а-гәҭы́ха,794,73.6,SRC-010
1670,а-ка·ҭәа-ра́,794,73.6,SRC-010
1671,аиҳабра́,794,73.6,SRC-010
1672,ҧыҭҩы́к,794,73.6,SRC-010
1673,а-кәа́сқьа,793,73.5,SRC-010
1674,а-те́ма,793,73.5,SRC-010
1675,а́-ҧхашьара,793,73.5,SRC-010
1676,а-га́з,792,73.5,SRC-010
1677,а-ҭа·цә-ра́,792,73.5,SRC-010
1678,а-хьа́·ҵ-ра,791,73.4,SRC-010
1679,а-у́суҩ,790,73.3,SRC-010
1680,а́-хәмарра,790,73.3,SRC-010
1681,а-ны́қә·ла-ра,789,73.2,SRC-010
1682,а-цәа́жәашьа,789,73.2,SRC-010
1683,а́-қәы·р:га-ра,787,73.0,SRC-010
1684,а-цәе́ижь,786,72.9,SRC-010
1685,а-ҧшьа́,786,72.9,SRC-010
1686,а-гәы́д·ҵа-ра,785,72.8,SRC-010
1687,а-кала́,785,72.8,SRC-010
1688,а-хьа́·ҧш-ра,785,72.8,SRC-010
1689,а́-ххь,785,72.8,SRC-010
1690,а-нацәкьы́с,784,72.7,SRC-010
1691,а́-уама,784,72.7,SRC-010
1692,а́-хаара,784,72.7,SRC-010
1693,а́-қә·жь-ра,784,72.7,SRC-010
