rank,corpus_lemma,count,per_million,source_id
2531,а́-ла·ӡ-ра,474,44.0,SRC-010
2532,а́-шаҳаҭ,474,44.0,SRC-010
2533,а́-ҵа·шьыц-ра,474,44.0,SRC-010
2534,Мамсыр,474,44.0,SRC-010
2535,а-цхы́рааҩ,473,43.9,SRC-010
2536,Басиаҭ,473,43.9,SRC-010
2537,ма́и,473,43.9,SRC-010
2538,а-гәы́р,472,43.8,SRC-010
2539,а-фы́,472,43.8,SRC-010
2540,а́-лбаа·да-ра,472,43.8,SRC-010
2541,а́ихырхәа-ра,472,43.8,SRC-010
2542,а́иҭа·к-ра,472,43.8,SRC-010
2543,а́-ла·ҵәа-ра,471,43.7,SRC-010
2544,а́-лаҟә,471,43.7,SRC-010
2545,а́-цәаҕәа-ра,471,43.7,SRC-010
2546,а́-цәқәырҧа-ра,471,43.7,SRC-010
2547,а́иц·дыр-ра,471,43.7,SRC-010
2548,аахтны́,471,43.7,SRC-010
2549,а-х·каа-ра́,470,43.6,SRC-010
2550,а-ҳәы́наҧ,470,43.6,SRC-010
2551,а́-наа-ра,470,43.6,SRC-010
2552,Асмаҭ,470,43.6,SRC-010
2553,аҽакы́,470,43.6,SRC-010
2554,а-зауа́д,469,43.5,SRC-010
2555,а-зы́·р-ра,469,43.5,SRC-010
2556,а-хшы́ҩҵак,469,43.5,SRC-010
2557,а́тәыҩа,469,43.5,SRC-010
2558,Г.,469,43.5,SRC-010
2559,а-ҧшқа́,468,43.4,SRC-010
2560,а́жәахә,468,43.4,SRC-010
2561,кы́рӡа,468,43.4,SRC-010
2562,а-си́а,467,43.3,SRC-010
2563,а-хлымӡаа́х,467,43.3,SRC-010
2564,а-ҟәа́нда-ра,467,43.3,SRC-010
2565,а́-мацәыс,467,43.3,SRC-010
2566,·е́иба·р:чча-ра,466,43.2,SRC-010
2567,а́-кәаба-ра,466,43.2,SRC-010
2568,а́-нҭа·ҧш-ра,466,43.2,SRC-010
2569,а́-урысшәа,466,43.2,SRC-010
2570,а-баталио́н,465,43.1,SRC-010
2571,а-лаҳәа-ра́,465,43.1,SRC-010
2572,а-ҧсаҭа́,465,43.1,SRC-010
2573,а́-д·ҵ-ра,465,43.1,SRC-010
2574,Назиа,465,43.1,SRC-010
2575,а-корреспонде́нт,464,43.0,SRC-010
2576,а-уро́к,464,43.0,SRC-010
2577,ава́р,464,43.0,SRC-010
2578,е́·иба·р:чча-ра,464,43.0,SRC-010
2579,еиҳа́у,464,43.0,SRC-010
2580,шьа́рда,464,43.0,SRC-010
2581,а-ҽы́·ҟа·ҵа-ра,463,42.9,SRC-010
2582,а-џьы́ка,462,42.8,SRC-010
2583,Леон,462,42.8,SRC-010
2584,а-докуме́нт,461,42.8,SRC-010
2585,Авҭандил,461,42.8,SRC-010
2586,Бызи,461,42.8,SRC-010
2587,зынӡагьы́,461,42.8,SRC-010
2588,Мадлеи,461,42.8,SRC-010
2589,а-пала́та,460,42.7,SRC-010
2590,а-са́хьаҭыхҩы,460,42.7,SRC-010
2591,а-у́суратә,460,42.7,SRC-010
2592,а́и·цә·ау-ра,460,42.7,SRC-010
2593,а́и·цә·у-ра,460,42.7,SRC-010
2594,а́ицә·ау-ра,460,42.7,SRC-010
2595,а́и·д·тәала-заа-ра,459,42.6,SRC-010
2596,а́и·цә·а·у-ра,459,42.6,SRC-010
2597,а́ицә·а·у-ра,459,42.6,SRC-010
2598,а́какә-заа-ра,459,42.6,SRC-010
2599,а-гәрагара́,458,42.5,SRC-010
2600,а-у́ҭра,458,42.5,SRC-010
2601,а-қәны́·ха-ра,458,42.5,SRC-010
2602,а-ҭы́нчра·ха-ра,458,42.5,SRC-010
2603,кәша-мыкәша́,458,42.5,SRC-010
2604,ҭа́ха,458,42.5,SRC-010
2605,а-шәа́хтә,457,42.4,SRC-010
2606,а-ҳәынҵәа́,457,42.4,SRC-010
2607,ка́ххаа,457,42.4,SRC-010
2608,а-н·р:ха-ра́,456,42.3,SRC-010
2609,Аахыҵ Уаҧстәыла,456,42.3,SRC-010
2610,уеизгьы́-уеизгьы,456,42.3,SRC-010
2611,а-гәа́хәара,455,42.2,SRC-010
2612,а-но́мер,455,42.2,SRC-010
2613,а-ры́цҳа-заа-ра,455,42.2,SRC-010
2614,а-та-ра́,455,42.2,SRC-010
2615,а-хы́·р:ҵәа-ра,455,42.2,SRC-010
2616,а́ица·к-ра,455,42.2,SRC-010
2617,аиха́мҩа,455,42.2,SRC-010
2618,а-з·е́иҕьа·шьа-ра,454,42.1,SRC-010
2619,а-на́·цҳа-ра,454,42.1,SRC-010
2620,а-хь·хә-ра́,454,42.1,SRC-010
2621,а-ҧы́шә,454,42.1,SRC-010
2622,а-шәы́·х-ра,453,42.0,SRC-010
2623,а́-ц·ҳа-ра,452,41.9,SRC-010
2624,Ефе,452,41.9,SRC-010
2625,а-гәҭа́·с-ра,451,41.8,SRC-010
2626,а-ты́ша,451,41.8,SRC-010
2627,а-цынхәра́с,451,41.8,SRC-010
2628,а-ҟала́,451,41.8,SRC-010
2629,а́-жәтә,451,41.8,SRC-010
2630,а́-лана·гала-ра,451,41.8,SRC-010
2631,а́-ҵа·ҟьа-ра,451,41.8,SRC-010
2632,еҳ,451,41.8,SRC-010
2633,а-цры́·ҵ-ра,450,41.7,SRC-010
2634,а́-ҟала,450,41.7,SRC-010
2635,а́ицә·у-ра,450,41.7,SRC-010
2636,а́и·ҵа-заа-ра,449,41.6,SRC-010
2637,Амза,449,41.6,SRC-010
2638,а-кандида́т,448,41.5,SRC-010
2639,Рома,448,41.5,SRC-010
2640,а-қьа́ла,447,41.5,SRC-010
2641,а-ҧсцәа́ҳа,447,41.5,SRC-010
2642,Кадыр,447,41.5,SRC-010
2643,а-гәа́лаҟазаара,446,41.4,SRC-010
2644,а-з·цәы́р·га-ра,446,41.4,SRC-010
2645,а-зы́·с-ра,446,41.4,SRC-010
2646,а-цәы́рҵра,446,41.4,SRC-010
2647,а-ҕәы́,446,41.4,SRC-010
2648,а-ҧсшьаҩы́,446,41.4,SRC-010
2649,ааха́,445,41.3,SRC-010
2650,а-ҧа́цха,444,41.2,SRC-010
2651,а-ҽ·а·цәы́·хьча-ра,444,41.2,SRC-010
2652,а-н·гы́ла-заа-ра,443,41.1,SRC-010
2653,а-хынҳәра́,443,41.1,SRC-010
2654,а-шьыбжьо́н,443,41.1,SRC-010
2655,а́-қә·ца-ра,443,41.1,SRC-010
2656,а-зе́иҧшра,442,41.0,SRC-010
2657,а-шьыбжьы́шьҭахь,442,41.0,SRC-010
2658,а-ҧстәы́,442,41.0,SRC-010
2659,Шәача,442,41.0,SRC-010
2660,а-бзи́ахә,441,40.9,SRC-010
2661,а-ҩна́·гала-ра,441,40.9,SRC-010
2662,а́-г·жь-ра,441,40.9,SRC-010
2663,Гьыргәал,441,40.9,SRC-010
2664,а-жа́кьа,440,40.8,SRC-010
2665,а-ҽ·а́·ла·р:хә-ра,440,40.8,SRC-010
2666,мышкы́зны,440,40.8,SRC-010
2667,шаҟа́нтә,440,40.8,SRC-010
2668,Ҧара,440,40.8,SRC-010
2669,а-прокуро́р,439,40.7,SRC-010
2670,а-ҧ-ра́,439,40.7,SRC-010
2671,а́иба,439,40.7,SRC-010
2672,а-хьӡы́=а-ҧша́,438,40.6,SRC-010
2673,а-ҧсшьа́рҭа,438,40.6,SRC-010
2674,а́-ӡа,438,40.6,SRC-010
2675,а́жәалагала,438,40.6,SRC-010
2676,ганкахьа́ла,438,40.6,SRC-010
2677,а-хы́·рхәа-ра,437,40.5,SRC-010
2678,а-цы́ра,437,40.5,SRC-010
2679,а́-хьӡ=а-ҧша́,437,40.5,SRC-010
2680,а́иҿцәажәара,437,40.5,SRC-010
2681,даҽазны́к,437,40.5,SRC-010
2682,Дигәа,437,40.5,SRC-010
2683,а-мшәа́н,436,40.4,SRC-010
2684,а́-иба·р:к-ра,436,40.4,SRC-010
2685,а́иба·р:к-ра,436,40.4,SRC-010
2686,а́из·га-заа-ра,436,40.4,SRC-010
2687,а-дәы́л·ҟьа-ра,435,40.3,SRC-010
2688,а-уаси́аҭ,435,40.3,SRC-010
2689,а-ҿахәы́,435,40.3,SRC-010
2690,а́-л·ҳәа-ра,435,40.3,SRC-010
2691,а́-қә,435,40.3,SRC-010
2692,а-хәҭа́ҷ,434,40.2,SRC-010
2693,а́амсҭа,434,40.2,SRC-010
2694,а-ветера́н,433,40.2,SRC-010
2695,а-зы́·л·х-ра,433,40.2,SRC-010
2696,а-лах-ҿы́х,433,40.2,SRC-010
2697,а-ҵҵ-ра́,433,40.2,SRC-010
2698,а́-наскьа,433,40.2,SRC-010
2699,а́вгуст,433,40.2,SRC-010
2700,а́из·ҳа-ра,433,40.2,SRC-010
2701,Светлана,433,40.2,SRC-010
2702,цқьаны́,433,40.2,SRC-010
2703,Шьардын,433,40.2,SRC-010
2704,а-чамада́н,432,40.1,SRC-010
2705,а-касы́,431,40.0,SRC-010
2706,а-қәа́б,431,40.0,SRC-010
2707,а-ҧҳа́л,431,40.0,SRC-010
2708,а́и·н·ҟьа-ра,431,40.0,SRC-010
2709,а-тәы́лахьчара,430,39.9,SRC-010
2710,а-ҵарады́рра,430,39.9,SRC-010
2711,а́·ҩаӡа-ра,430,39.9,SRC-010
2712,а́·ҭәа-заа-ра,430,39.9,SRC-010
2713,а́рма,430,39.9,SRC-010
2714,аҧси́ла,430,39.9,SRC-010
2715,ла́,430,39.9,SRC-010
2716,усҟа́к,430,39.9,SRC-010
2717,а́ила·ҵәа-ра,429,39.8,SRC-010
2718,маҷ-ма́ҷ,429,39.8,SRC-010
2719,а-хҭын·ҵа-ра́,428,39.7,SRC-010
2720,а-ҧхьарца́,428,39.7,SRC-010
2721,а́-иаҵәа-ра,428,39.7,SRC-010
2722,а́-р:бжьа-ра,428,39.7,SRC-010
2723,а́·раӡа-ра,428,39.7,SRC-010
2724,а́и·ҵа·ха-ра,428,39.7,SRC-010
2725,Ардашьыл,428,39.7,SRC-010
2726,жәпакы́,428,39.7,SRC-010
2727,Наҩеи,428,39.7,SRC-010
2728,ҳамҭакы́,428,39.7,SRC-010
2729,а-р:цәа́жәа-ра,427,39.6,SRC-010
2730,а-џьа́м,427,39.6,SRC-010
2731,а-ҽы·р:хиа-ра́,427,39.6,SRC-010
2732,а́-шш-ра,427,39.6,SRC-010
2733,Аҧҭа,427,39.6,SRC-010
2734,ме́тра,427,39.6,SRC-010
2735,а-нха́мҩа,426,39.5,SRC-010
2736,а-ны́·ҵ-ра,426,39.5,SRC-010
2737,а-ры́цҳашьара,426,39.5,SRC-010
2738,а́-д·цала-ра,426,39.5,SRC-010
2739,а́-колнхаҩ,426,39.5,SRC-010
2740,а́-л·ҳәҳәа-ра,425,39.4,SRC-010
2741,а́-ӡса-ра,425,39.4,SRC-010
2742,а́и·наа·ла-ра,425,39.4,SRC-010
2743,а́и·тәа-ра,425,39.4,SRC-010
2744,е́·иба·р:к-ра,425,39.4,SRC-010
2745,Какан,425,39.4,SRC-010
2746,Махьал,425,39.4,SRC-010
2747,шьыжьы́,425,39.4,SRC-010
2748,а-гәын·кы́ла-ра,424,39.3,SRC-010
2749,а-ршәы́,424,39.3,SRC-010
2750,а-саса́аирҭа,424,39.3,SRC-010
2751,а́-дкылара,424,39.3,SRC-010
2752,ны́ҵакны,424,39.3,SRC-010
2753,а-ды́рга,423,39.2,SRC-010
2754,а-ҧа́н,423,39.2,SRC-010
2755,а́-л·шәшәа-ра,423,39.2,SRC-010
2756,а́-қә·р:га-ра,423,39.2,SRC-010
2757,а-ку́лак,422,39.1,SRC-010
2758,а-х·ца-ра́,422,39.1,SRC-010
2759,а-шьа́ра,422,39.1,SRC-010
2760,а-шьара́,422,39.1,SRC-010
2761,ари́ еиҧш,422,39.1,SRC-010
2762,Л.,422,39.1,SRC-010
2763,нарцәы́,422,39.1,SRC-010
2764,ны́зқьҩык,422,39.1,SRC-010
2765,се́идру,422,39.1,SRC-010
2766,Сиҭ,422,39.1,SRC-010
2767,урыстәы́латәи,421,39.0,SRC-010
2768,а-х·ҳәа-ра́,420,39.0,SRC-010
2769,а́-рзаҳал,420,39.0,SRC-010
2770,а́-хьчаҩ,420,39.0,SRC-010
2771,а́-р:лас-ра,419,38.9,SRC-010
2772,Мыта,419,38.9,SRC-010
2773,уи́ еиҧш,419,38.9,SRC-010
2774,а-р:ҿы́ц-ра,418,38.8,SRC-010
2775,а-тәы́лауаҩ,418,38.8,SRC-010
2776,а-тәы́муаҩы,418,38.8,SRC-010
2777,а-ха́·р:ҭәаа-ра,418,38.8,SRC-010
2778,а-хы́за,418,38.8,SRC-010
2779,абжьу́а,418,38.8,SRC-010
2780,Мариа,418,38.8,SRC-010
2781,а-консти́туциа,417,38.7,SRC-010
2782,а-нача́льник,417,38.7,SRC-010
2783,а-фырџьа́н,417,38.7,SRC-010
2784,а-хты́,417,38.7,SRC-010
2785,а-хы́=а-ҧсы́,417,38.7,SRC-010
2786,а-цәы·р:ҵ-ра́,417,38.7,SRC-010
2787,а-ҭоуба́,417,38.7,SRC-010
2788,а-ҽа́га,417,38.7,SRC-010
2789,гәы́ҧ,417,38.7,SRC-010
2790,Наала,417,38.7,SRC-010
2791,ҭырха́ха,417,38.7,SRC-010
2792,ҳаи́т,417,38.7,SRC-010
2793,а-баа́ш,416,38.6,SRC-010
2794,а-чуа́н,416,38.6,SRC-010
2795,а-ҟәымшәы́шә,416,38.6,SRC-010
2796,а-ҭаҷкәы́м,416,38.6,SRC-010
2797,а-ҽы·р:ҵыс-ра́,416,38.6,SRC-010
2798,а́-ч,416,38.6,SRC-010
2799,а́-џьашьатә,416,38.6,SRC-010
2800,а́-қә·ныҳәа-ра,416,38.6,SRC-010
2801,а-х·ҽ-ра́,415,38.5,SRC-010
2802,а-ҳа́қ,415,38.5,SRC-010
2803,Гәдиса,415,38.5,SRC-010
2804,Ница,415,38.5,SRC-010
2805,а́-ц·ҵа-заа-ра,414,38.4,SRC-010
2806,а́-шхәа,414,38.4,SRC-010
2807,а́-қә·на·гала-ра,414,38.4,SRC-010
2808,Бзыҧ,414,38.4,SRC-010
2809,а-гәы́намӡара,413,38.3,SRC-010
2810,а-ҵыс-ҵыс-ра́,413,38.3,SRC-010
2811,а́-лаҟә-ра,413,38.3,SRC-010
2812,Ка́ма,413,38.3,SRC-010
2813,а-наплакы́,412,38.2,SRC-010
2814,а-уа́з,412,38.2,SRC-010
2815,а́-быр-ра,412,38.2,SRC-010
2816,амни́,412,38.2,SRC-010
2817,ах,412,38.2,SRC-010
2818,Москватәи,412,38.2,SRC-010
2819,а-импе́риа,411,38.1,SRC-010
2820,а-ҽыҧны́ҳәа,411,38.1,SRC-010
2821,Али,411,38.1,SRC-010
2822,еиҳаны́,411,38.1,SRC-010
2823,ҟьа́ҟьаӡа,411,38.1,SRC-010
2824,а-р:ҭаа-ра́,410,38.0,SRC-010
2825,а-ҭ·шәа-ра́,410,38.0,SRC-010
2826,а-ҽ·н·кы́ла-ра,410,38.0,SRC-010
2827,а́и·р:ҳәа-ра,410,38.0,SRC-010
2828,а-гәа́мҵ-ра,409,37.9,SRC-010
2829,а-ме́тр,409,37.9,SRC-010
2830,а-у́лица,409,37.9,SRC-010
2831,а́-қәы·р:тәа-ра,409,37.9,SRC-010
2832,жәа́ха,409,37.9,SRC-010
2833,а-культу́ратә,408,37.8,SRC-010
2834,а-хагы́ла,408,37.8,SRC-010
2835,а́-чаҧа-ра,408,37.8,SRC-010
2836,а́ила·ха-ра,408,37.8,SRC-010
2837,а́илацәажәара,408,37.8,SRC-010
2838,а́иц·у-ра,408,37.8,SRC-010
2839,аа́рлаҳәа,408,37.8,SRC-010
2840,Владислав,408,37.8,SRC-010
2841,Махаз,408,37.8,SRC-010
2842,Руслан,408,37.8,SRC-010
2843,а-ӡи́а,407,37.7,SRC-010
2844,а́и·ха·гыла-ра,407,37.7,SRC-010
2845,Камаҷыҷ,407,37.7,SRC-010
2846,Сафарбеи,407,37.7,SRC-010
2847,ҧшьҩы́,407,37.7,SRC-010
2848,а-гәа́ҭара,406,37.7,SRC-010
2849,а-р:шьа-ра́,406,37.7,SRC-010
2850,а-ҽ·а́·қәы·р:шәа-ра,406,37.7,SRC-010
2851,а́-ва-заа-ра,406,37.7,SRC-010
2852,ӡы́злан,406,37.7,SRC-010
2853,а-официа́лтә,405,37.6,SRC-010
2854,а-ты́,405,37.6,SRC-010
2855,а-ҿа́·ҳа-ра,405,37.6,SRC-010
2856,а́-қә·ҿиа-ра,405,37.6,SRC-010
2857,а́а·қәла-ра,405,37.6,SRC-010
2858,аӡә-ҩы́џьа,405,37.6,SRC-010
2859,Иасон,405,37.6,SRC-010
2860,шәа́,405,37.6,SRC-010
2861,ҳаса́б,405,37.6,SRC-010
2862,а-доу́,404,37.5,SRC-010
2863,а-мҽы́ша,404,37.5,SRC-010
2864,а-шьтәа́,404,37.5,SRC-010
2865,зегьы́-зегь,404,37.5,SRC-010
2866,ҵыҧх,404,37.5,SRC-010
2867,а-з·а́цәажәа-ра,402,37.3,SRC-010
2868,а-наӡа́ра,402,37.3,SRC-010
2869,а-па́рк,402,37.3,SRC-010
2870,а-ха́·р:шә-ра,402,37.3,SRC-010
2871,а-хы·р:ҵәа-ра́,402,37.3,SRC-010
2872,а-хь·ҧш-ра́,402,37.3,SRC-010
2873,а-хь·ҳәа-ра́,402,37.3,SRC-010
2874,а-ҭуа́н,402,37.3,SRC-010
2875,а-ҿа́хә,402,37.3,SRC-010
2876,а́-ҳәаратә,402,37.3,SRC-010
2877,аа́·ца-ра,402,37.3,SRC-010
2878,а-ны́ҟәгара,401,37.2,SRC-010
2879,а́-л·ҧха-ра,401,37.2,SRC-010
2880,а́иҧш·ха-ра,401,37.2,SRC-010
2881,дека́бр,401,37.2,SRC-010
2882,ҳа́мҭак,401,37.2,SRC-010
2883,а-зы́·ҧхьа-ра,400,37.1,SRC-010
2884,а́-ла·хәха-ра,400,37.1,SRC-010
2885,а-хҿа́,399,37.0,SRC-010
2886,а-цра·ҵа-ра́,399,37.0,SRC-010
2887,а-ҭа·р:цә-ра́,399,37.0,SRC-010
2888,а́-р:мазеи-ра,399,37.0,SRC-010
2889,а́-сҩы,399,37.0,SRC-010
2890,а́и·ҽ·а·ҵ·х-ра,399,37.0,SRC-010
2891,сентиа́бр,399,37.0,SRC-010
2892,Шьмаф,399,37.0,SRC-010
2893,а-гәа·р:ҧха-ра́,398,36.9,SRC-010
2894,а-ны́қә·с-ра,398,36.9,SRC-010
2895,а-ҭ·ҳәаа-ра́,398,36.9,SRC-010
2896,а́ҧхьа·гыла-ра,398,36.9,SRC-010
2897,ра́ҧхьаӡатәи,398,36.9,SRC-010
2898,а-зы́ҟа,397,36.8,SRC-010
2899,а-катего́риа,397,36.8,SRC-010
2900,а-па́,397,36.8,SRC-010
2901,а-цәы́·хьча-ра,397,36.8,SRC-010
2902,а́-қә·ҟьа-ра,397,36.8,SRC-010
2903,а́из·к-ра,397,36.8,SRC-010
2904,а-ди́нхаҵара,396,36.7,SRC-010
2905,а-клу́б,396,36.7,SRC-010
2906,а-ми́тинг,396,36.7,SRC-010
2907,а-х·т-заа-ра́,396,36.7,SRC-010
2908,а-чабра́,396,36.7,SRC-010
2909,а-ҭа·на·га́ла-ра,396,36.7,SRC-010
2910,а́-чмазаҩ-заа-ра,396,36.7,SRC-010
2911,Павел,396,36.7,SRC-010
2912,а-на́л·баа-ра,395,36.6,SRC-010
2913,а-р:ҧш-ра́,395,36.6,SRC-010
2914,а-ҵи́аа,395,36.6,SRC-010
2915,а́бшьҭра,395,36.6,SRC-010
2916,а́жәаҧҟа,395,36.6,SRC-010
2917,а-кьы́·с-ра,394,36.5,SRC-010
2918,а́џьал,394,36.5,SRC-010
2919,мо́у,394,36.5,SRC-010
2920,а-бы́ца,393,36.4,SRC-010
2921,а-салда́ҭ,393,36.4,SRC-010
2922,а-хы́қә·гыла-ра,393,36.4,SRC-010
2923,а́-ла·иа-ра,393,36.4,SRC-010
2924,ӡәы́р,393,36.4,SRC-010
2925,а-маҭәа́р,392,36.4,SRC-010
2926,а́-р:ццак-ра,392,36.4,SRC-010
2927,а́-шҳам,392,36.4,SRC-010
2928,а́-ҧ,392,36.4,SRC-010
2929,Ду,392,36.4,SRC-010
2930,цәгьаны́,392,36.4,SRC-010
2931,а-кәмжәы́,391,36.3,SRC-010
2932,а-телехәаҧшра́,391,36.3,SRC-010
2933,а-ҭ·шь-ра́,391,36.3,SRC-010
2934,а-ҭа́·гьежь-ра,391,36.3,SRC-010
2935,а-ҽы·р:ба-ра́,391,36.3,SRC-010
2936,а́-мҩах·ҟьа-ра,391,36.3,SRC-010
2937,акы́ргьы,391,36.3,SRC-010
2938,Кьахьыр,391,36.3,SRC-010
2939,Мсым,391,36.3,SRC-010
2940,џьара́-џьара,391,36.3,SRC-010
2941,а-гәкы́,390,36.2,SRC-010
2942,а-зы́·ла-ра,390,36.2,SRC-010
2943,а-лка́а,390,36.2,SRC-010
2944,а-тради́циа,390,36.2,SRC-010
2945,а-ца-ра́=ра́,390,36.2,SRC-010
2946,а-цәы́ргақәҵа,390,36.2,SRC-010
2947,а-ҟәа́нда,390,36.2,SRC-010
2948,а́-р:ҧхьаӡа-ра,390,36.2,SRC-010
2949,а́иҭа·ҵ-ра,390,36.2,SRC-010
2950,аа·ца-ра́,390,36.2,SRC-010
2951,Барцыц,390,36.2,SRC-010
2952,гәы́к-ҧсыкала,390,36.2,SRC-010
2953,шьыбжьо́н,390,36.2,SRC-010
2954,ҩны́ҵҟала,390,36.2,SRC-010
2955,а-р:ҧха-ра́,389,36.1,SRC-010
2956,а-ҟәы́д,389,36.1,SRC-010
2957,а-ҭ·каа-ра́,389,36.1,SRC-010
2958,а́-хьаца,389,36.1,SRC-010
2959,а-хшы́ҩзышьҭра,388,36.0,SRC-010
2960,а́-сса,388,36.0,SRC-010
2961,аҳа́,388,36.0,SRC-010
2962,а-интеллиге́нциа,387,35.9,SRC-010
2963,а-реда́ктор,387,35.9,SRC-010
2964,а-ро́ль,387,35.9,SRC-010
2965,а-хҩа́,387,35.9,SRC-010
2966,а-ӡы́жь,387,35.9,SRC-010
2967,а-ӡы́р·га-ра,387,35.9,SRC-010
2968,а́-шькла·ҧш-ра,387,35.9,SRC-010
2969,у́сҟангьы,387,35.9,SRC-010
2970,а-х·ҧсаа-ра́,386,35.8,SRC-010
2971,а-ҳа́ҧшьа,386,35.8,SRC-010
2972,аҽаӡәы́,386,35.8,SRC-010
2973,жәаха́,386,35.8,SRC-010
2974,хәы́шә,386,35.8,SRC-010
2975,а-жәы́тәӡатәи,385,35.7,SRC-010
2976,а-ҩну́ҵҟатәи,385,35.7,SRC-010
2977,а́и·ҵа-ра,385,35.7,SRC-010
2978,иреиҳа́у,385,35.7,SRC-010
2979,а-ҧшы́хәҩы,384,35.6,SRC-010
2980,а-ҧы·р:тла-ра́,384,35.6,SRC-010
2981,а-ҽ·а́·ла·гала-ра,384,35.6,SRC-010
2982,а́-ц·за-ра,384,35.6,SRC-010
2983,а́и·з·к-ра,384,35.6,SRC-010
2984,ана́хь,384,35.6,SRC-010
2985,иу́н,384,35.6,SRC-010
2986,Паҷкәыкә,384,35.6,SRC-010
2987,а-гәы́лара,383,35.5,SRC-010
2988,а-хы́б,383,35.5,SRC-010
2989,а-ҭа-ра́,383,35.5,SRC-010
2990,а́-ҳәҳәабжь,383,35.5,SRC-010
2991,Кан,383,35.5,SRC-010
2992,у́нан,383,35.5,SRC-010
2993,ццакны́,383,35.5,SRC-010
2994,а-бжьа́·ӡ-ра,382,35.4,SRC-010
2995,а-дәҳәы́ҧш,382,35.4,SRC-010
2996,а-шьа́ҧа,382,35.4,SRC-010
2997,а-ҟару́л,382,35.4,SRC-010
2998,Тҟәарчал,382,35.4,SRC-010
2999,а-ха·ҧа-ра́,381,35.3,SRC-010
3000,а́илы·ҵ-ра,381,35.3,SRC-010
3001,а́иҭашьақәы·р:гыла-ра,381,35.3,SRC-010
3002,а́ӡәи-аӡәи,381,35.3,SRC-010
3003,а-з·шәа-ра́,380,35.2,SRC-010
3004,а-информа́циатә,380,35.2,SRC-010
3005,а-хы́ш,380,35.2,SRC-010
3006,а-хырҕәҕәа́рҭа,380,35.2,SRC-010
3007,а-ҽ·а́·қә·р:шәа-ра,380,35.2,SRC-010
3008,Рауф,380,35.2,SRC-010
3009,Таҳир,380,35.2,SRC-010
3010,ҵҩа́,380,35.2,SRC-010
3011,а-гәцара·к-ра́,379,35.1,SRC-010
3012,а-да́ц,379,35.1,SRC-010
3013,а-хәыҷтәы́,379,35.1,SRC-010
3014,а-ҩна·шы́ла-ра,379,35.1,SRC-010
3015,а́-бзарбзан,379,35.1,SRC-010
3016,а́из·ааигәа-ра,379,35.1,SRC-010
3017,аҧсны́тәи,379,35.1,SRC-010
3018,иа́,379,35.1,SRC-010
3019,а-сиуже́т,378,35.1,SRC-010
3020,а-ччи́а,378,35.1,SRC-010
3021,а́-гы·р:ха-ра,378,35.1,SRC-010
3022,а́-ц·аа-ра,378,35.1,SRC-010
3023,а́ила·цәажәа-ра,378,35.1,SRC-010
3024,Џьонуа,378,35.1,SRC-010
3025,а-у́·ха-ра,377,35.0,SRC-010
3026,а́-л·ҧш-ра,377,35.0,SRC-010
3027,аигәы́шә,377,35.0,SRC-010
3028,а-з·а́а·р:т-ра,376,34.9,SRC-010
3029,а́-хәылҧа,376,34.9,SRC-010
3030,а-ра́ан,375,34.8,SRC-010
3031,а́-бласаркьа,375,34.8,SRC-010
3032,макьа́нагьы,375,34.8,SRC-010
3033,а-џьашьатәы́,374,34.7,SRC-010
3034,а́-на·р:тәа-ра,374,34.7,SRC-010
3035,а́-қә·ҧса-заа-ра,374,34.7,SRC-010
3036,а́бжь·га-ра,374,34.7,SRC-010
3037,Зураб,374,34.7,SRC-010
3038,а-мҳара́,373,34.6,SRC-010
3039,а-н·ҧшы́ла-ра,373,34.6,SRC-010
3040,а-обко́м,373,34.6,SRC-010
3041,а-цәаа́ра,373,34.6,SRC-010
3042,а-қәы́ҧшра,373,34.6,SRC-010
3043,а-ҧшшәы́,373,34.6,SRC-010
3044,а-ҭаа-заа-ра́,373,34.6,SRC-010
3045,а́-ла·ҩ-ра,373,34.6,SRC-010
3046,а́-раӡа-ра,373,34.6,SRC-010
3047,а́-қә·ӡаа-ра,373,34.6,SRC-010
3048,иадамхаргьы,373,34.6,SRC-010
3049,машәы́ршәа,373,34.6,SRC-010
3050,ҽа́,373,34.6,SRC-010
3051,а-гәылшьа́п,372,34.5,SRC-010
3052,а-мҳаџьы́р,372,34.5,SRC-010
3053,а́-р:т-ра,372,34.5,SRC-010
3054,а́иба·р:ҩ-ра,372,34.5,SRC-010
3055,а́шәаҳәара,372,34.5,SRC-010
3056,Б.,372,34.5,SRC-010
3057,СССР,372,34.5,SRC-010
3058,Сырма,372,34.5,SRC-010
3059,а-са́бша,371,34.4,SRC-010
3060,а-у́сурҭа,371,34.4,SRC-010
3061,а-х·жәа-ра́,371,34.4,SRC-010
3062,а-хчы́,371,34.4,SRC-010
3063,а-ца́рҭа,371,34.4,SRC-010
3064,хаз-хазы́,371,34.4,SRC-010
3065,а-гәы́мшәара,370,34.3,SRC-010
3066,а-хь·р:хә-ра́,370,34.3,SRC-010
3067,а́-ла·бжьа-ра,370,34.3,SRC-010
3068,а́-цәгьаура,370,34.3,SRC-010
3069,Адамыр,370,34.3,SRC-010
3070,а-да́·ха-ра,369,34.2,SRC-010
3071,а́-хыҭ-хыҭ-ра,369,34.2,SRC-010
3072,а́-ҳасаб-ра,369,34.2,SRC-010
3073,а́и·зы·к-ра,369,34.2,SRC-010
3074,Горки,369,34.2,SRC-010
3075,а-гәыҕырҭа́,368,34.1,SRC-010
